itemonagendaid,GL_rec
11257410,For
11257411,For
11257412,For
11257413,For
11257414,For
11257498,For
11257499,For
11257500,For
11257501,For
11257502,For
11257503,For
11257504,For
11257505,1 Year
11257506,For
11257507,For
12002686,For
12002687,For
12002688,For
12002689,For
12002690,For
12002691,For
12002692,For
12002693,For
12002694,For
12002695,For
12002696,For
12002697,For
12002698,For
12002699,For
12002700,For
12002701,For
12002702,For
12002703,For
12002704,For
12002705,For
12002706,For
12002707,For
12002708,For
12002709,For
12002710,For
12002711,For
12002712,For
12002713,For
12656273,For
12656274,For
12656275,For
12656276,For
12656277,For
12656278,For
12656279,For
12656280,For
12656281,For
12656282,For
12656283,For
12656284,For
12656563,For
12656564,For
12656565,For
12656566,For
12656567,For
12656568,For
12656569,For
12656570,For
12656571,For
13354682,For
13354683,For
13354684,For
13354685,For
13354686,For
13354687,For
13354688,For
13354689,For
13354690,For
13354691,For
13354692,For
13354693,For
13354694,For
13354695,For
13354696,For
13354697,For
13354698,For
13354699,For
13354700,For
14119726,For
14119727,For
14119728,For
14119729,For
14119730,For
14119731,For
14119732,For
14119733,For
14119734,For
14119735,For
14119736,For
14119737,For
14119783,For
14119784,For
14119828,For
14119829,For
14119830,For
14119831,For
14119832,For
14119833,For
14119834,For
8772619,For
8772620,For
8772621,For
9229619,Withhold
9229620,Withhold
9229621,For
9690746,For
9690747,For
9690748,For
9690749,Against
9690750,For
9690751,For
10162100,Against
10162101,Against
10162102,For
10162103,Against
10162104,Against
10702229,For
10702230,Against
10702231,For
10702232,For
11322465,For
11322466,For
11322467,For
11322468,For
11322469,1 Year
11322470,For
11322471,For
12090456,Against
12090457,Against
12090458,Against
12090459,For
12090460,For
12090461,For
13710587,For
13710588,For
13710589,For
13710590,For
13710591,For
13710592,Against
13710593,For
13710594,For
13710595,For
14436173,For
14436174,For
14436175,For
14436176,For
14436177,For
14436178,For
14436179,For
14436180,For
14436181,For
14436211,For
10737331,For
10737332,For
10737333,For
10737334,For
12787159,For
12787160,For
12787161,For
12787162,For
12787163,For
12692536,For
12692537,For
12692538,For
12692539,For
12692540,Withhold
12692541,For
12692542,For
12692543,For
8403587,For
8403588,For
8403589,For
8403591,For
8403592,For
8403593,For
8403594,For
8403595,For
8403596,For
8403597,For
8403598,1 Year
8682739,For
8682740,For
8682741,Against
8682742,For
8682743,For
8682744,For
8682745,For
8682746,For
8682747,For
8682748,Against
8682749,For
8682750,For
9174808,For
9174809,For
9174810,For
9174811,For
9174812,For
9174813,For
9174814,Withhold
9174815,For
9174816,For
9174817,For
9174818,Against
10101384,For
10101385,For
10101386,For
10101387,For
10101388,For
10101389,For
10101390,For
10101391,For
10101392,For
10101393,For
10101394,For
10101395,For
10101396,For
10648378,For
10648379,For
10648380,For
10648381,For
10648382,For
10648383,For
10648384,For
10648385,For
10648386,For
10648387,For
10648388,For
10648389,Against
11270462,For
11270463,For
11270464,For
11270465,For
11270466,For
11270467,For
11270468,For
11270469,For
11270470,For
11270471,For
11270472,Against
11270473,For
11270474,Against
11270475,1 Year
11270476,For
11945029,For
11945030,For
11945031,For
11945032,For
11945033,For
11945034,For
11945035,For
11945036,For
11945037,For
11945038,For
11945039,For
11945040,Against
12671597,For
12671598,For
12671599,For
12671600,For
12671601,For
12671602,For
12671603,For
12671604,For
12671605,For
12671606,For
12671607,For
12671608,For
14066545,For
14066546,For
14066547,For
14066548,For
14066549,For
14066550,Against
14066551,For
14066552,For
14066553,For
14066554,For
14066555,For
14066556,For
14066557,Against
12396129,For
12396130,For
12396131,For
12396132,For
13097900,For
13097901,For
13097904,For
13097905,For
13097902,For
13097903,For
9249920,For
9249921,For
9249922,For
9249923,For
9249924,For
9217084,Withhold
9217085,Withhold
9217086,For
9217087,For
9217088,For
9217089,For
9217090,For
9217091,For
10663118,For
10663119,For
10663120,Withhold
10663121,For
10663122,For
10663123,For
10663124,For
10663125,For
10663126,For
11258548,For
11258549,Withhold
11258550,For
11258551,For
11258552,For
11258553,For
11258554,For
11258555,Withhold
11258556,For
11258557,For
11258558,1 Year
11966369,For
11966370,Withhold
11966371,For
11966372,For
11966373,For
11966374,For
11966375,For
11966376,Withhold
11966377,For
12718361,For
12718362,Withhold
12718363,For
12718364,For
12718365,For
12718366,For
12718367,For
12718368,Withhold
12718369,For
12718370,For
12718371,For
10592646,For
10592647,For
10592648,For
10592649,Against
10592650,For
10592651,For
11168668,For
11168669,For
11168670,For
11168671,For
11168673,For
11168674,1 Year
11168676,For
11889011,For
11889012,For
11889013,For
11889014,For
11889015,For
12653615,For
12653616,For
12653617,For
12653618,For
12653619,For
13286989,For
13286990,For
13286991,For
13286992,For
13286993,For
13286994,For
13286995,For
13985115,For
13985116,For
13985117,For
13985118,For
13985119,For
13985120,For
13985121,For
13985122,For
13985123,For
13985124,For
13985125,For
9178853,For
9178854,For
9178855,For
9178856,For
9624079,For
9624080,For
9624081,For
9624082,For
9624083,For
10091057,For
10091058,For
10091059,For
10091060,For
10091061,For
10630825,For
10630826,For
10630827,For
10630828,For
8760551,For
8760552,For
8760553,For
12733276,For
12733277,For
12733278,For
12733279,For
12733280,For
12733281,For
12733282,For
12733283,For
12733284,For
12733285,For
11306597,For
11306598,For
11306599,For
11306600,For
11306601,1 Year
8515141,For
8515142,For
8515143,For
8515144,1 Year
8515145,For
8818114,For
8818115,Withhold
8818116,For
8818117,For
8818118,For
8818119,For
8401071,For
8401072,For
8401073,For
8401074,For
8401075,For
9220945,For
9220946,For
9220947,For
9220948,For
9220949,Against
9220950,1 Year
9220951,For
9220952,For
10131376,For
10131377,Withhold
10131378,For
10131379,For
10131380,For
10131381,For
10131382,For
10679780,For
10679781,For
10679782,For
10679783,For
10679784,For
10679785,For
11371635,For
11371636,For
11371637,For
11371638,Against
11371639,1 Year
11371640,For
11371641,For
11999222,For
11999223,For
11999224,For
11999225,For
12718171,For
12718172,For
12718173,For
12718174,For
12718175,For
12718176,For
14092497,For
14092498,For
14092499,For
14092500,For
14092501,For
12084594,For
12084595,For
12084596,For
12084609,For
12084610,For
12798301,For
12798302,For
12798303,For
12798304,For
13475946,For
13475947,For
13475948,For
13475949,For
13475950,For
13475951,For
11573729,For
11573730,For
11573731,For
11573732,For
11573733,For
11573734,For
12349604,For
12349605,For
12349606,Against
12349607,Against
12349608,For
13057714,For
13057715,For
13057716,For
13057717,For
13057718,For
13057720,For
13736153,For
13736154,For
13736155,For
13736156,For
13736157,For
13736158,For
14421429,For
14421430,For
14421431,Against
14421432,For
14421433,For
11304832,For
11304833,For
11304834,For
11304835,For
11304836,For
11304837,For
11304838,For
11304839,For
11304840,For
11304841,For
11304842,For
8413284,For
8413285,For
8413286,For
8413287,1 Year
8413288,For
8454352,For
8887499,For
8887500,For
8887501,For
8887502,For
8887503,For
9592927,For
9592928,For
9592929,For
9592930,For
9592931,For
10056765,For
10056766,For
10056767,Against
10056768,For
11176924,For
11176925,For
11176926,For
11176927,Against
11176928,1 Year
11176929,For
11888117,For
11888118,For
11888119,For
11888120,For
12615376,For
12615377,For
12615378,For
12615379,For
9276527,For
9276529,For
9276530,For
9276531,For
9276532,Against
9276533,For
9276534,For
9276535,Against
9276536,For
9276537,For
9276538,Abstain
9698866,For
9698867,Against
9698868,For
9698869,For
9698870,For
9698871,For
9698872,For
9698873,For
9698874,For
9698875,For
10155125,For
10155126,Against
10155127,For
10155128,Against
10155129,For
10155130,For
10155131,For
10155132,For
10155133,For
10155134,For
10155135,For
10155136,For
10155198,For
10722444,For
10722445,Against
10722446,For
10722447,Against
10722448,For
10722449,For
10722450,For
10722451,For
10722452,For
10722453,For
10722454,For
10722455,For
10722456,For
10722457,For
10722458,For
11384647,For
11384648,Against
11384649,For
11384650,Against
11384651,For
11384652,For
11384653,For
11384654,For
11384655,For
11384656,For
11384657,For
11384658,For
11384659,For
12207109,For
12207110,Against
12207111,Against
12207112,For
12207113,For
12207114,For
12207115,For
12207116,For
12207117,For
12207118,For
12207119,For
12207120,For
12207121,For
12207122,For
12207123,For
12207124,For
12207125,For
12207126,For
12835458,Against
12835459,Against
12835460,For
12835461,For
12835462,For
12835463,For
12835464,For
12835465,For
12835466,For
12835777,For
12835778,For
12835779,For
12835566,For
12835567,For
13396115,For
13396116,For
13396117,For
13396118,For
13396119,For
13396120,Against
13396121,For
13396122,For
13396123,For
13396124,For
13396125,For
13396126,For
13396127,For
13396128,For
13396129,For
13396130,For
13396131,For
13396132,For
13396133,For
13396134,For
13396135,1 Year
9246623,For
9246624,For
9246625,For
9246626,For
9678306,For
9678307,For
9678308,Withhold
9678309,For
9678310,For
9678311,Against
10180188,Withhold
10180189,Withhold
10180190,For
10180191,For
10180192,For
10738050,For
10738051,Withhold
10738052,For
10738053,For
10738054,For
10738055,For
10738056,For
11372781,For
11372782,Withhold
11372783,Withhold
11372784,For
11372785,Against
11372786,1 Year
11372787,For
12098031,For
12098032,For
12098033,For
12098034,For
12098035,Against
12098036,For
12098037,For
12809727,For
12809728,Against
12809729,For
12809730,For
12809731,Against
12809732,For
12809733,For
12809734,Against
13464793,For
13464794,For
13464795,Against
13464796,For
13464797,For
13464798,For
13464799,Against
14192933,For
14192934,For
14192935,Against
14192936,For
14192937,For
14192938,For
14192939,For
14192940,For
14192941,For
14192942,For
8354382,For
8354383,For
8354384,For
8354385,For
8354386,For
8354387,For
8354388,For
8354389,For
8354390,For
8354391,1 Year
8354392,Against
8736710,For
8736711,For
8736712,For
8736713,For
8736714,For
8736715,For
8736716,For
8736717,For
8736718,For
9188305,For
9188306,For
9188307,For
9188308,For
9188309,For
9188310,For
9188311,For
9188312,For
9188313,For
9188314,Against
9649475,For
9649476,For
9649477,For
9649478,For
9649479,For
9649480,For
9649481,For
9649482,For
9649483,For
11255368,For
11255369,For
11255370,For
11255371,For
11255372,For
11255373,For
11255374,For
11255375,For
11255376,For
11255377,1 Year
11938819,For
11938820,For
11938821,For
11938822,For
11938823,For
11938824,For
11938825,For
11938826,For
11938827,For
11938828,For
12650516,For
12650517,For
12650518,For
12650519,For
12650520,For
12650521,For
12650522,For
12650523,For
12650524,For
12650525,For
13313997,For
13313998,For
13313999,For
13314000,For
13314001,For
13314002,For
13314003,For
13314004,For
13314005,For
13314006,For
14031619,For
14031620,For
14031621,For
14031622,For
14031623,For
14031624,For
14031625,For
14031626,For
14031627,For
14031628,For
9237012,For
9237013,For
9237014,For
9237015,For
10101543,For
10101544,For
10101545,For
10101546,For
9670541,Withhold
9670542,For
9670543,Withhold
9670544,For
9670545,For
10104915,For
10104916,For
10104917,For
10104918,For
10652397,For
10652398,For
10652399,For
10652400,For
12807706,For
12807707,For
12807708,For
12807709,For
8658857,For
8658858,For
8658859,For
8658860,Withhold
8658861,For
8658862,For
8658863,For
8658864,For
8658865,For
9131137,For
9131138,For
9131139,Withhold
9131140,For
9131141,For
9131142,For
9131143,Against
9131144,Against
8726199,For
8726200,For
8726201,Against
8726202,For
8726203,For
8726204,For
8726205,For
8726206,For
8726207,For
8726208,For
8726209,For
8726210,1 Year
9158601,For
9158602,For
9158603,For
9158604,For
9158605,Against
9158606,Against
9158607,For
9158608,For
9158609,For
9158694,For
9158695,For
9158696,For
9158697,For
9158922,For
9592575,For
9592576,For
9592577,For
9592578,For
9592579,For
9592580,For
9592581,For
9592582,For
9592583,For
9592584,Against
9592585,For
10039247,For
10039248,For
10039249,For
10039250,For
10039251,For
10039252,For
10039253,For
10039254,For
10039255,For
10039256,For
10583795,For
10583796,For
10583797,For
10583798,For
10583799,For
10583800,For
10583801,For
10583802,For
10583804,For
10583805,For
11177086,For
11177087,For
11177088,For
11177089,For
11177090,For
11177091,For
11177092,For
11177093,For
11177094,For
11177095,For
11924607,For
11924608,For
11924609,For
11924610,For
11924611,For
11924612,For
11924613,For
11924614,For
11924615,For
11924616,For
11924617,1 Year
12621566,For
12621567,For
12621568,For
12621569,For
12621570,For
12621571,For
12621572,For
12621573,For
12621574,For
12621575,For
13295792,For
13295793,For
13295794,For
13295795,For
13295796,For
13295797,For
13295798,For
13295799,For
13295800,For
13295801,For
13998435,For
13998436,For
13998437,For
13998438,For
13998439,For
13998440,For
13998441,For
13998442,For
13998443,For
13998444,For
10670927,Against
10670928,Against
10670929,Against
10670930,For
10670931,For
10670932,For
10670933,Against
10670934,For
10670935,Against
11249542,For
11249543,For
11249544,For
11249545,For
11249546,For
11249547,For
12701606,For
12701607,For
12701608,For
12701609,Against
12701610,For
12701611,For
12701612,For
12701613,For
12701614,For
12701615,For
12701616,For
12701617,Against
13293237,For
13293238,For
13293239,For
13293240,For
13293241,For
13293242,For
13293243,For
13293244,For
13995170,For
13995171,Against
13995172,For
13995173,For
13995174,For
13995175,For
13995176,For
11337489,For
11337490,For
11337491,For
11337492,For
11337493,For
11337494,For
11337495,1 Year
12833478,For
12833479,For
12833480,For
12833481,For
12833482,For
12833483,Against
9131887,For
9131888,For
9131889,For
9131890,For
9574021,For
9574022,For
9574023,Against
9574024,For
9574025,For
9574026,For
11644224,For
11644225,For
11644226,For
11644227,For
11644228,1 Year
11644229,For
11560958,For
11560959,For
10715282,For
10715283,For
10715284,Withhold
10715285,For
10715286,For
10715287,For
10715288,For
10715289,Withhold
10715290,For
10715291,For
11258325,For
11258326,For
11258327,For
11258328,For
11258329,For
11258330,For
11258331,Against
11258332,For
11258333,For
11258334,For
11258335,For
11258336,1 Year
11258337,For
11981694,For
11981695,For
11981696,For
11981697,For
11981698,For
11981699,Against
11981700,For
11981701,For
11981702,For
11981703,For
8807728,For
8807729,For
8807730,For
8807731,For
8807732,For
8807733,For
8807734,For
8807735,For
8807736,For
8807737,For
8807738,For
8807739,For
8807740,For
8807741,For
9170834,For
9170835,For
9170836,For
9170837,For
9170838,For
9170839,For
9170840,For
9170841,For
9170842,For
9170843,For
9170844,For
9170845,For
10103435,For
10103436,For
10103437,For
10103438,For
10103439,For
10103440,For
10103441,For
10103442,For
10103443,For
10103444,For
10103445,For
10103446,For
10103447,For
10667752,For
10667753,For
10667754,For
10667755,For
10667756,For
10667757,For
10667758,For
10667759,For
10667760,For
10667761,For
10667762,For
10667763,For
11278849,For
11278850,For
11278851,For
11278852,For
11278853,For
11278854,For
11278855,For
11278856,For
11278857,For
11278858,Against
11278859,1 Year
11278860,For
11278861,For
11278862,For
11951944,For
11951945,For
11951946,For
11951947,For
11951948,For
11951949,For
11951950,For
11951951,For
11951952,For
11951953,For
11951954,Against
11951955,For
12683396,For
12683397,For
12683398,For
12683399,For
12683400,For
12683401,For
12683402,For
12683403,For
12683404,For
12683405,Against
12683406,For
13354318,For
13354319,For
13354320,For
13354321,For
13354322,For
13354323,For
13354324,For
13354325,For
13354326,For
13354327,Against
13354328,For
13354329,For
14112933,For
14112934,For
14112935,Against
14112936,For
14112937,For
14112938,For
14112939,For
14112940,For
14112941,For
14112942,For
14112943,For
14112944,For
11342697,For
11342698,Against
11342699,For
11342700,For
11342701,For
11342702,For
11342703,For
11342704,For
11342705,1 Year
12083593,For
12083594,For
12083595,For
12083596,For
12083597,For
12083598,For
12083599,For
12083600,For
12083601,For
12083602,For
12808320,For
12808321,For
12808322,For
12808323,For
12808324,For
12808325,For
12808326,For
12808327,For
12808328,For
12808329,For
12808330,For
13456226,For
13456227,For
13456228,For
13456229,For
13456230,For
13456231,For
13456232,For
13456233,For
13456234,For
13456235,For
13456236,For
13456237,For
13456238,For
14182900,For
14182901,For
14182902,For
14182903,For
14182904,For
14182905,For
14182906,For
14182907,For
14182908,For
14182909,For
14182910,For
14182911,For
14182912,For
9695160,For
9695161,For
9695162,For
10165589,For
10165590,For
10165591,For
10165592,Against
10165593,For
10763164,For
10763165,For
10763166,For
11382631,For
11382632,For
11382633,For
11382634,For
11382635,For
12092522,For
12092523,For
12134025,For
12134026,For
12134027,For
12092524,For
12092525,For
12092526,1 Year
12092527,For
9367479,Withhold
9367480,For
9367481,Withhold
9367482,For
10306473,For
10306474,For
10306475,For
10306476,For
10306477,For
10877744,For
10877745,For
10877746,For
10877747,For
11497638,For
11497639,For
11497640,For
11497641,For
11497642,For
11497643,For
11497644,1 Year
12239269,For
12239270,For
12239271,For
12239272,For
12239273,For
12239274,For
12927114,For
12927115,For
12927116,For
12927117,For
12927118,For
12927119,For
12927120,For
13656785,For
13656786,For
13656787,For
13656788,For
13656789,For
13656790,For
14369382,For
14369383,For
14369384,For
14369385,For
14369386,For
14369387,For
8780791,For
8780792,For
8780793,For
8780794,For
8780795,For
8780796,For
8780797,Withhold
8780798,For
8780799,Withhold
8780800,For
9167095,For
9167104,For
9167096,For
9167097,For
9167098,For
9167099,For
9167100,Withhold
9167101,For
9167102,For
9167103,For
9167105,For
9167106,For
9167107,Against
10073970,For
10073971,For
10073972,For
10073973,For
10073974,For
10073975,For
10073976,For
10073977,For
10073978,For
10073979,For
10073980,For
10073981,For
10627037,For
10627038,For
10627039,For
10627040,For
10627041,For
10627042,For
10627043,For
10627044,For
10627045,For
10627046,For
10627047,For
11278276,For
11278277,For
11278278,For
11278279,For
11278280,For
11278281,For
11278282,For
11278283,For
11278284,For
11278294,For
11278295,For
11278296,1 Year
11932094,For
11932095,For
11932096,For
11932097,For
11932098,For
11932099,For
11932100,For
11932101,For
11932102,For
11932103,For
12654477,For
12654478,For
12654479,For
12654480,For
12654481,For
12654482,For
12654483,For
12654484,For
12654485,For
12654486,For
12654487,For
13304022,For
13304023,For
13304024,For
13304025,For
13304026,For
13304027,For
13304028,For
13304029,For
13304030,For
13304031,For
13304032,For
14006787,For
14006788,For
14006789,For
14006790,For
14006791,For
14006792,For
14006793,For
14006794,For
14006795,For
14006799,For
14006800,For
14006801,For
14006802,For
11284953,For
11284954,For
11284955,For
11284956,For
11284963,For
11993652,For
11993653,For
11993654,For
11993655,For
11993656,For
11993657,Against
13636440,For
13636441,For
13636442,For
13636443,For
13636444,For
13636445,For
13636446,For
13636447,For
13636448,For
13636449,Abstain
13636450,For
13636451,For
13636452,For
8417971,For
8417972,For
8417973,For
8417974,For
8417975,For
8417976,1 Year
11166288,For
11166289,For
11166290,For
11166291,For
11166292,For
11166293,For
11166294,For
11166295,For
11166296,For
11166297,For
11874766,For
11874767,For
11874768,For
11874769,For
11874770,For
11874771,For
11874772,For
11874773,For
11874778,Against
11874779,1 Year
11874780,For
11244536,For
11244537,For
11244538,For
11244539,For
11244540,For
11244541,For
11244542,For
11244543,For
11244544,For
11244545,For
11244546,1 Year
11244547,For
11943591,For
11943592,For
11943593,For
11943594,For
11943595,For
11943596,For
11943597,For
11943598,For
11966241,For
11943599,For
11943600,For
10066956,For
10066957,For
10066958,For
10066963,Against
10642161,For
10642162,For
10642163,Withhold
10642164,For
11215754,For
11215755,For
11215756,For
11215757,For
11215760,For
11215761,For
11215762,1 Year
11215763,For
11215764,For
11936519,For
11936520,For
11936521,For
11936522,For
11936523,For
12654749,For
12654750,For
12654751,For
12654752,For
12654753,For
13323626,For
13323627,For
13323628,For
13323629,For
13323630,For
14066689,For
14066690,For
14066691,For
14066692,For
14066693,For
14066694,For
14066695,For
14066696,For
8422299,For
8422300,For
8422301,For
8422302,For
8422303,1 Year
8422304,For
11373340,Against
11373341,Against
11373342,Against
11373348,For
11373349,For
11373350,1 Year
12110997,For
12110998,For
12110999,For
12111000,For
12826004,Against
12826005,Against
12826006,For
9207602,For
9207611,For
9207603,For
9207604,For
9207605,For
9207606,For
9207607,For
9207608,For
9207609,For
9207610,For
9207612,Withhold
9207613,For
9207614,Against
9621222,For
9621231,For
9621223,For
9621224,For
9621225,For
9621226,For
9621227,For
9621228,For
9621229,For
9621230,For
9621232,For
9621233,For
9621234,For
10090449,For
10090458,For
10090450,For
10090451,For
10090452,For
10090453,For
10090454,For
10090455,For
10090456,For
10090457,For
10090459,For
10090460,For
10090461,For
10090462,For
10090463,Against
10625454,For
10625455,For
10625456,For
10625457,Against
10625458,For
10625459,For
10625460,For
10625461,For
10625462,For
10625463,For
10625464,For
10625465,For
10625466,For
10625467,For
10625468,For
11207344,For
11207345,For
11207346,For
11207347,For
11207348,For
11207349,For
11207350,For
11207351,For
11207352,For
11207353,For
11207354,For
11207355,For
11207356,For
11207357,For
11207358,For
11207359,1 Year
11207360,For
11207361,Against
11950280,For
11950281,For
11950282,For
11950283,For
11950284,For
11950285,For
11950286,For
11950287,For
11950288,For
11950289,For
11950290,For
11950291,For
11950292,For
11950293,For
11950294,Against
12670419,For
12670420,For
12670421,For
12670422,For
12670423,For
12670424,For
12670425,For
12670426,For
12670427,For
12670428,For
12670429,For
12670430,For
12670431,Against
13350143,For
13350144,For
13350145,For
13350146,For
13350147,For
13350148,For
13350149,For
13350150,For
13350151,For
13350152,For
13350153,For
13350154,For
13350155,Against
14064835,For
14064836,For
14064837,For
14064838,For
14064839,For
14064840,For
14064841,For
14064842,For
14064843,For
14064844,For
14064845,For
14064846,For
8807600,For
8807601,For
8807602,For
8807603,For
8807604,For
8807605,For
8807606,For
8807607,For
8807608,For
10143677,For
10143678,For
10143679,For
10143680,For
10143681,For
10143682,For
10143683,For
10143684,For
10143685,For
10143692,Against
10611090,For
10611091,For
10611092,For
10611093,For
10611094,For
10611095,For
10611096,For
10611097,For
10611098,For
10611099,1 Year
11229942,For
11229943,For
11229944,For
11229945,For
11229946,For
11229947,For
11229948,For
11229949,For
11229950,For
11229951,For
11903852,For
11903853,For
11903854,For
11903855,For
11903856,For
11903857,For
11903858,For
11903859,For
11903860,For
11903861,For
12651160,For
12651161,For
12651162,For
12651163,For
12651164,For
12651165,For
12651166,For
12651167,For
12651168,For
12651169,For
8418511,For
8418512,For
8418513,For
8418514,For
8418515,For
8418516,For
8418517,For
8418544,For
8418545,For
8418546,1 Year
9182579,For
9182580,For
9182581,For
9182582,For
9182583,For
9182584,For
9182586,For
10100668,For
10100669,Withhold
10100670,Withhold
10100671,Withhold
10100672,Withhold
10100673,For
10100674,For
10100675,For
10100676,For
11305632,For
11305633,For
11305634,For
11305635,For
11305636,For
11305637,For
11305638,For
11305639,1 Year
11305642,For
11305640,For
11305641,For
9225294,For
9225295,For
9225296,For
9225297,Withhold
9225298,For
9225299,For
9225300,For
9225301,For
10701285,For
10701286,For
10701287,Withhold
10701288,Withhold
10701289,For
10701290,For
10701291,For
11302640,For
11302641,For
11302642,Withhold
11302643,Withhold
11302644,For
11302645,For
11302646,For
12023520,For
12023521,For
12023522,Withhold
12023523,For
12023524,For
12023525,For
12023526,For
12023527,1 Year
12733862,For
12733863,Withhold
12733864,For
12733865,For
12733866,For
12733867,For
12733868,For
11325908,Withhold
11325909,Withhold
11325910,For
11325911,For
11325912,For
12102592,Withhold
12102593,For
12102594,For
12102595,For
12102596,For
12768298,For
12768299,For
12768300,For
12768301,For
12768302,For
12768303,1 Year
12768304,For
13452049,For
13452050,For
13452051,For
13452052,For
13452053,For
13452054,For
8776956,For
8776957,For
8776958,For
8776966,For
8776967,For
8776968,For
8776969,For
8776970,For
8776971,For
8776972,For
8776973,For
8776974,For
8776975,For
8776976,For
8776977,For
8776978,For
8776979,For
8776959,For
8776960,For
8776961,Against
8776962,For
8776963,For
10236961,For
10236962,For
10236963,For
10236964,For
10236965,For
10236977,For
10236978,For
10236979,For
10236980,For
10236981,For
10236982,For
10236983,For
10236984,For
10236985,For
10236986,For
10236987,For
10236988,For
10236989,For
10236990,For
10758020,For
10758021,For
10758022,For
10758023,For
10758024,For
10758025,For
10758026,For
10758027,For
10758028,For
10758029,For
10758030,For
10758031,For
10758032,For
10758033,For
10758034,For
10758035,For
10758036,For
10758037,For
11265200,For
11265201,For
11265202,For
11265203,For
11265204,For
11265205,For
11265206,For
11265207,For
11265208,For
11265209,For
11265210,For
11265211,For
11265212,For
11265213,1 Year
11265214,For
11989064,For
11989065,For
11989066,For
11989067,For
11989068,For
11989069,For
11989070,For
11989071,For
11989072,For
11989073,For
11989074,For
11989075,For
11989076,For
11989077,For
11989078,For
12707470,For
12707471,For
12707472,For
12707473,For
12707474,For
12707475,For
12707476,For
12707477,For
12707478,For
12707479,For
12707480,For
12707481,For
12707482,Against
12707483,Against
12707484,For
14118673,For
14118674,For
14118675,For
14118676,For
14118677,For
14118678,For
14118679,For
14118680,For
14118681,For
14118682,For
14118739,For
14118740,For
14118741,For
14118742,For
14118743,For
14118744,Against
14118789,For
14118790,For
14118792,For
14118793,For
8741217,For
8741226,For
8741218,For
8741219,Withhold
8741220,For
8741221,For
8741222,For
8741223,For
8741224,Withhold
8741225,For
8741227,For
8741228,For
8741229,1 Year
9250888,For
9250897,For
9250889,For
9250890,For
9250891,For
9250892,For
9250893,For
9250894,For
9250895,Withhold
9250896,For
9250916,For
9250917,For
9656725,For
9656726,For
9656727,For
9656728,For
9656729,For
9656730,For
9656731,For
9656732,For
9656733,For
9656734,For
9656735,Against
10119484,Withhold
10119485,For
10119486,For
10119487,For
10119488,Withhold
10119489,For
10119490,For
10119491,For
10119492,For
10119493,Against
10686618,For
10686627,For
10686619,For
10686620,For
10686621,For
10686622,For
10686623,For
10686624,For
10686625,For
10686626,For
10686628,For
10686629,For
10686630,For
11284648,For
11284657,For
11284649,For
11284650,For
11284651,For
11284652,For
11284653,For
11284654,For
11284655,For
11284656,For
11284658,For
11982505,For
11982514,For
11982506,For
11982507,For
11982508,For
11982509,For
11982510,For
11982511,For
11982512,For
11982513,For
11982515,For
11982516,For
11982517,1 Year
12694681,For
12694682,For
12694683,For
12694684,For
12694685,For
12694686,For
12694687,For
12694688,For
12694689,For
12694690,For
12694691,For
13392411,For
13392412,For
13392413,For
13392414,For
13392415,For
13392416,For
13392417,For
13392418,For
13392419,For
13392420,For
13392421,For
13392422,For
10656082,For
10656083,For
10656084,For
10656085,For
10656086,For
10656087,For
10656088,For
10656089,For
11271513,For
11271514,For
11271515,For
11271516,For
11271517,For
11271518,For
11271519,For
11271520,For
10662460,For
10662469,For
10662461,For
10662462,For
10662463,For
10662464,For
10662465,For
10662466,For
10662467,For
10662468,For
10662470,For
10662471,For
10662472,For
10662473,For
10662474,For
13271972,For
13271973,For
13271974,For
13271975,For
13271976,For
13271977,For
13271978,For
13271979,For
13271980,For
13970691,For
13970692,For
13970693,For
13970694,For
13970695,For
13970696,For
13970697,For
13970698,For
13970699,For
8816282,For
8816283,For
8816284,For
8816285,For
8816286,For
8816287,1 Year
9260435,For
9260436,For
9260437,For
9260438,For
9260439,For
9260440,For
9699805,For
9699806,For
9699807,For
9699808,For
9699809,For
10180557,For
10180558,For
10180559,For
10180560,For
10180561,For
10180562,For
10737298,For
10737299,For
10737300,For
10737301,For
10737302,For
11253172,For
11253173,For
11253174,For
11253175,For
11982394,For
11982395,For
11982396,Withhold
11982397,For
11982398,For
11982399,1 Year
12687609,For
12687610,For
12687611,For
12687612,For
12687613,For
13467419,For
13467420,For
13467421,For
13467422,For
13467423,For
8672314,For
8672323,For
8672315,For
8672316,For
8672317,For
8672318,For
8672319,For
8672320,For
8672321,For
8672322,For
8672324,For
8672325,For
8672326,For
8672327,For
8672328,For
8672329,1 Year
9134132,For
9134141,For
9134133,Withhold
9134134,For
9134135,For
9134136,Withhold
9134137,For
9134138,For
9134139,For
9134140,For
9134142,For
9134143,Withhold
9134144,Withhold
9134145,For
9134146,For
9568205,For
9568214,For
9568206,For
9568207,For
9568208,For
9568209,For
9568210,For
9568211,For
9568212,For
9568213,For
9568215,For
9568216,For
9568217,For
9568218,For
9568219,For
9568220,For
10043288,For
10043297,For
10043289,For
10043290,For
10043291,For
10043292,For
10043293,For
10043294,For
10043295,For
10043296,For
10043298,For
10043299,For
10043300,For
10583835,For
10583836,For
10583837,For
10583838,For
10583839,For
10583840,For
10583841,For
10583842,For
10583843,For
10583844,For
10583845,For
10583846,For
10583853,For
10583854,For
10583855,For
10583856,Against
11168995,For
11168996,Against
11168997,For
11168998,For
11168999,For
11169000,For
11169001,For
11169002,For
11169003,For
